o_naam,d_naam,o_person_hec,o_poblacion,d_person_hec,d_poblacion,o_atrac,d_atrac,o_violencia,o_cimpropiedad,d_violencia,d_cimpropiedad,migra,oarea,o_tolerancia,darea,distance
Zeeheldenkwartier,Kampen,40.8,3,2315,75.9,3,44.38519,388.0166,22,98,113,2,456051.35,51,455467.62,1.9690418
Zeeheldenkwartier,Kraayenstein,14.9,1,4466,75.9,6,8.031817,362.4346,26,207,113,5,451071.59,32,455467.62,1.9690418
Zeeheldenkwartier,Laakhaven-West,64.9,2,3640,75.9,3,151.0876,387.6499,82,650,113,3,453175.26,88,455467.62,1.9690418
Zeeheldenkwartier,Moerwijk-Noord,146.9,7,6772,75.9,6,27.4061,396.8376,55,450,113,9,452443.94,84,455467.62,1.9690418
Zeeheldenkwartier,Rustenburg,171.8,2,5772,75.9,18,81.35326,411.9865,46,270,113,4,453532.63,70,455467.62,1.9690418
Zeeheldenkwartier,v Hoytemastraat eo,84.2,4,2139,75.9,8,208.6932,430.2117,5,132,113,6,456547.83,10,455467.62,1.9690418
Zeeheldenkwartier,Willemspark,42.3,3,1406,75.9,12,242.903,411.7249,5,167,113,9,455949.6,48,455467.62,1.9690418
Zeeheldenkwartier,Zijden/Steden/Zichten,77.3,6,7146,75.9,4,48.80037,376.0994,49,221,113,3,450854.71,75,455467.62,1.9690418
Zijden/Steden/Zichten,Arendsdorp,28.9,0,1478,39.1,0,5.42517,56.71753,4,142,49,0,456794.29,9,450854.71,1.7124579
Zijden/Steden/Zichten,De Lanen,2.1,0,132,39.1,0,0,52.94717,1,0,49,2,453087.95,111,450854.71,1.7124579
Zijden/Steden/Zichten,Kijkduin,11.9,3,1465,39.1,0,44.77864,47.08243,9,117,49,0,454298.21,31,450854.71,1.7124579
Zijden/Steden/Zichten,Moerwijk-Oost,72.8,3,2614,39.1,2,46.87244,64.67387,26,165,49,3,451911.95,82,450854.71,1.7124579
Zijden/Steden/Zichten,Morgenstond-Oost,88,0,5167,39.1,7,126.6171,55.29377,36,308,49,16,452058.42,80,450854.71,1.7124579
Zijden/Steden/Zichten,Morgenstond-West,109.4,8,6479,39.1,26,222.0103,55.07883,83,596,49,18,451765.29,79,450854.71,1.7124579
Zijden/Steden/Zichten,Oostbroek-Zuid,195.8,3,7383,39.1,23,230.926,65.17685,99,519,49,31,453384.99,72,450854.71,1.7124579
Zijden/Steden/Zichten,Rietbuurt,0.7,0,65,39.1,0,0,48.50978,0,1,49,0,452421.81,114,450854.71,1.7124579
Zijden/Steden/Zichten,Schildersbuurt-West,229.6,10,14785,39.1,27,169.3404,54.16945,253,917,49,36,453837.54,64,450854.71,1.7124579
Zijden/Steden/Zichten,Stadhoudersplantsoen,80.1,4,1723,39.1,0,162.8909,81.49965,16,196,49,0,455806.33,22,450854.71,1.7124579
Zijden/Steden/Zichten,Statenkwartier,89.6,11,9063,39.1,0,198.5597,48.51222,55,549,49,0,456799.66,19,450854.71,1.7124579
Zonne Veld,Bezuidenhout-Midden,50.7,8,3099,19.7,0,121.4319,1.619092,26,421,20,1,455383.17,55,448382.87,2.0036364
Zonne Veld,Bezuidenhout-West,48.7,2,2620,19.7,0,33.46683,1.859268,120,767,20,1,455123.84,54,448382.87,2.0036364
Zonne Veld,Geuzenkwartier,147.7,1,4595,19.7,0,70.73011,2.947088,15,122,20,0,456729.06,20,448382.87,2.0036364
Zonne Veld,Hoge Veld,2.8,1,292,19.7,0,0.9184254,0.9184254,1,39,20,8,449955.01,95,448382.87,2.0036364
Zonne Veld,Kraayenstein,14.9,1,4466,19.7,5,8.031817,0.2974747,26,207,20,0,451071.59,32,448382.87,2.0036364
Zonne Veld,Landen,81.3,2,4929,19.7,3,24.91781,1.661188,21,165,20,0,456854.6,50,448382.87,2.0036364
Zonne Veld,Rivierenbuurt-Noord,78.8,2,2773,19.7,0,262.1926,2.703017,35,360,20,0,454877.38,59,448382.87,2.0036364
Zonne Veld,Spoorwijk,117.2,2,3856,19.7,5,42.27845,3.019889,35,197,20,0,452158.09,89,448382.87,2.0036364
Zorgvliet,Bezuidenhout-Oost,115.6,4,8728,2.2,0,144.6151,7.013762,47,435,21,0,455747.16,56,456290.84,1.7418182
Zorgvliet,Bomenbuurt,108.9,7,5630,2.2,0,269.3194,7.594277,32,461,21,0,455282.72,26,456290.84,1.7418182
Zorgvliet,De Rivieren,0.2,0,31,2.2,0,6.440017,6.296381,1,103,21,0,453533.18,110,456290.84,1.7418182
Zorgvliet,Kerketuinen/Zichtenburg,4.7,1,374,2.2,0,17.11923,6.933726,30,152,21,0,451558.07,33,456290.84,1.7418182
Zorgvliet,Laakkwartier-West,166.9,6,7529,2.2,0,186.476,7.854327,69,478,21,0,452482.26,90,456290.84,1.7418182
Zorgvliet,Morgenweide,44.4,4,3659,2.2,0,2.276776,6.849313,20,80,21,0,451391.17,105,456290.84,1.7418182
Zorgvliet,Vogelwijk,18.6,8,4912,2.2,3,8.065941,6.095017,14,330,21,0,455497.52,27,456290.84,1.7418182
Zorgvliet,Zorgvliet,3.9,4,333,2.2,0,6.853109,6.853109,21,280,21,1,456290.84,21,456290.84,1.7418182
Zuiderpark,De Venen,0,0,NA,0,0,0,53.17956,0,2,36,0,452115.68,104,452548.29,NA
Zuiderpark,Duinzigt,35.3,2,2420,0,0,25.87582,27.72405,3,122,36,0,457869.94,7,452548.29,NA
Zuiderpark,Willemspark,42.3,3,1406,0,0,242.903,53.89888,5,167,36,0,455949.6,48,452548.29,NA
Zuiderpark,Zonne Veld,58.2,1,2851,0,0,2.011219,38.05016,20,47,36,0,448382.87,98,452548.29,NA
Zuidwal,Bohemen/Meer en Bos,59,4,4469,78.6,4,18.63007,937.8953,12,180,290,2,453795.66,29,454554.21,1.9130435
Zuidwal,Bosjes van Pex,8.6,0,393,78.6,0,15.10033,950.7079,3,101,290,0,454333.35,28,454554.21,1.9130435
Zuidwal,Bosweide,21.5,0,1577,78.6,0,0,939.5115,4,30,290,1,451586.61,102,454554.21,1.9130435
Zuidwal,Componistenbuurt,121.4,0,1736,78.6,0,47.72196,1015.951,8,53,290,1,453537.39,39,454554.21,1.9130435
Zuidwal,Groente- en Fruitmarkt,105.3,2,4674,78.6,4,90.79683,948.7551,58,417,290,4,452912.11,86,454554.21,1.9130435
Zuidwal,Morgenstond-Zuid,112.9,3,5306,78.6,8,117.3994,949.3422,42,316,290,4,451240.78,78,454554.21,1.9130435
Zuidwal,Rietbuurt,0.7,0,65,78.6,0,0,934.3338,0,1,290,0,452421.81,114,454554.21,1.9130435
Zuidwal,Rivierenbuurt-Zuid,72.3,0,716,78.6,1,68.78323,1058.074,11,103,290,6,454478.49,58,454554.21,1.9130435
Zuidwal,Spoorwijk,117.2,2,3856,78.6,8,42.27845,962.7856,35,197,290,5,452158.09,89,454554.21,1.9130435
Zuidwal,Visserijbuurt,140,2,3794,78.6,3,320.5801,972.0948,11,145,290,5,457836.12,16,454554.21,1.9130435
Zuidwal,Vliegeniersbuurt,NA,3,NA,78.6,0,5.080656,932.3621,2,6,290,0,450694.2,100,454554.21,1.9130435
Zuidwal,Waldeck-Zuid,103,0,2059,78.6,4,4.803282,987.7532,11,33,290,1,452667.99,36,454554.21,1.9130435
Zuidwal,Willemspark,42.3,3,1406,78.6,7,242.903,960.991,5,167,290,1,455949.6,48,454554.21,1.9130435
